Invoice,CustomerID,Country,InvoiceDateOnly,Revenue,Quantity
504535,15061.0,United Kingdom,2010-04-14,152.64000000000001,144
504536,13097.0,United Kingdom,2010-04-14,582.91,252
504542,13694.0,United Kingdom,2010-04-14,2113.68,2400
504546,17961.0,United Kingdom,2010-04-14,13.65,7
504547,17682.0,United Kingdom,2010-04-14,217.2,122
504548,14210.0,United Kingdom,2010-04-14,364.68,166
504550,17039.0,United Kingdom,2010-04-14,1954.99,689
504551,13629.0,United Kingdom,2010-04-14,660.0,400
504552,16105.0,United Kingdom,2010-04-14,595.55,423
504553,16292.0,United Kingdom,2010-04-14,312.26,226
504554,16442.0,United Kingdom,2010-04-14,127.62,76
504555,13561.0,United Kingdom,2010-04-14,215.03,119
504556,13878.0,United Kingdom,2010-04-14,580.98,273
504558,14344.0,United Kingdom,2010-04-14,296.35,125
504559,15771.0,United Kingdom,2010-04-14,369.24,276
504560,17961.0,United Kingdom,2010-04-14,17.0,2
504569,17146.0,United Kingdom,2010-04-14,582.19,123
504571,15572.0,United Kingdom,2010-04-14,300.93,219
504572,18057.0,United Kingdom,2010-04-14,690.39,403
504574,14016.0,EIRE,2010-04-14,1167.8799999999999,628
504575,15222.0,United Kingdom,2010-04-14,307.1,444
504576,15144.0,United Kingdom,2010-04-14,560.8,104
504577,14867.0,United Kingdom,2010-04-14,532.46,196
504578,16422.0,United Kingdom,2010-04-14,521.46,482
504580,17519.0,United Kingdom,2010-04-15,322.35,129
504581,16631.0,United Kingdom,2010-04-15,122.58,70
504582,15812.0,United Kingdom,2010-04-15,447.45000000000005,179
504583,17888.0,United Kingdom,2010-04-15,15.0,12
504584,17888.0,United Kingdom,2010-04-15,124.62,30
504585,12540.0,Spain,2010-04-15,379.62,232
504586,18190.0,United Kingdom,2010-04-15,192.84,76
504587,14134.0,United Kingdom,2010-04-15,1563.06,894
504588,13388.0,United Kingdom,2010-04-15,508.55,419
504589,15194.0,United Kingdom,2010-04-15,399.6,192
504591,13394.0,United Kingdom,2010-04-15,357.09,255
504592,13433.0,United Kingdom,2010-04-15,315.53999999999996,82
504593,13901.0,United Kingdom,2010-04-15,540.5699999999999,463
504594,15910.0,United Kingdom,2010-04-15,273.59,122
504618,13659.0,United Kingdom,2010-04-15,427.19,248
504619,13659.0,United Kingdom,2010-04-15,43.92,72
504620,14947.0,United Kingdom,2010-04-15,149.0,100
504621,14944.0,United Kingdom,2010-04-15,435.3,189
504622,14569.0,United Kingdom,2010-04-15,181.8,92
504623,14656.0,United Kingdom,2010-04-15,143.6,58
504624,18061.0,United Kingdom,2010-04-15,471.02000000000004,208
504625,18174.0,United Kingdom,2010-04-15,58.5,30
504626,15874.0,United Kingdom,2010-04-15,523.08,218
504627,18008.0,United Kingdom,2010-04-15,84.69,27
504628,18008.0,United Kingdom,2010-04-15,5.75,3
504630,12935.0,United Kingdom,2010-04-15,19.799999999999997,12
504631,13647.0,United Kingdom,2010-04-15,315.5,206
504633,15311.0,United Kingdom,2010-04-15,167.15,37
504634,18236.0,United Kingdom,2010-04-15,236.64000000000001,100
504635,15615.0,United Kingdom,2010-04-15,746.33,529
504636,17678.0,United Kingdom,2010-04-15,301.65,161
504638,18245.0,United Kingdom,2010-04-15,560.23,345
504640,17032.0,United Kingdom,2010-04-15,638.52,355
504643,18151.0,United Kingdom,2010-04-15,425.89,183
504644,14068.0,United Kingdom,2010-04-15,526.14,200
504645,15814.0,United Kingdom,2010-04-15,294.08,172
504646,15032.0,United Kingdom,2010-04-15,618.55,329
504647,17961.0,United Kingdom,2010-04-15,25.200000000000003,12
504649,17709.0,United Kingdom,2010-04-15,251.47,105
504655,13661.0,United Kingdom,2010-04-15,325.24,118
504668,13013.0,United Kingdom,2010-04-15,495.85,183
504669,16174.0,United Kingdom,2010-04-15,203.8,140
504673,13287.0,United Kingdom,2010-04-15,294.68,162
504675,15722.0,United Kingdom,2010-04-15,436.76,162
504677,15898.0,United Kingdom,2010-04-15,84.9,42
504680,16840.0,United Kingdom,2010-04-15,32.1,16
504682,14099.0,United Kingdom,2010-04-15,218.23000000000002,77
504683,16986.0,United Kingdom,2010-04-15,109.5,35
504686,15354.0,United Kingdom,2010-04-15,94.8,1
504687,15354.0,United Kingdom,2010-04-15,94.8,1
504688,15354.0,United Kingdom,2010-04-15,94.8,1
504691,16325.0,United Kingdom,2010-04-15,389.36,170
504692,13015.0,United Kingdom,2010-04-15,735.64,721
504694,13414.0,United Kingdom,2010-04-15,219.85999999999999,262
504695,17799.0,United Kingdom,2010-04-15,316.03,137
504696,17799.0,United Kingdom,2010-04-15,15.9,2
504697,12474.0,Germany,2010-04-15,284.59,215
504698,13591.0,United Kingdom,2010-04-15,495.26,156
504699,13092.0,United Kingdom,2010-04-15,254.4,76
504700,17032.0,United Kingdom,2010-04-15,57.63,1
504701,16722.0,United Kingdom,2010-04-15,324.4,384
504703,13450.0,United Kingdom,2010-04-15,239.64,324
504704,15031.0,United Kingdom,2010-04-15,240.41,119
504705,13542.0,United Kingdom,2010-04-15,266.3,49
504707,13734.0,United Kingdom,2010-04-16,279.6,8
504708,18262.0,United Kingdom,2010-04-16,202.06,254
504709,12437.0,France,2010-04-16,114.48,216
504711,12778.0,Netherlands,2010-04-16,378.6,366
504712,17876.0,United Kingdom,2010-04-16,841.62,498
504714,12395.0,Belgium,2010-04-16,1125.44,734
504715,17404.0,Sweden,2010-04-16,3720.24,4696
504716,17920.0,United Kingdom,2010-04-16,651.9100000000001,339
504717,16098.0,United Kingdom,2010-04-16,400.48,268
504718,12969.0,United Kingdom,2010-04-16,122.45,55
504730,14680.0,United Kingdom,2010-04-16,1031.3,514
504741,15716.0,United Kingdom,2010-04-16,184.92,85
504742,15979.0,United Kingdom,2010-04-16,329.22,450
504766,13013.0,United Kingdom,2010-04-16,1336.03,847
504775,15249.0,United Kingdom,2010-04-16,341.78000000000003,166
504789,13813.0,Germany,2010-04-16,359.61,163
504807,17626.0,United Kingdom,2010-04-16,254.0,202
504808,17841.0,United Kingdom,2010-04-16,177.1,98
504810,15628.0,United Kingdom,2010-04-16,311.76,241
504825,14527.0,United Kingdom,2010-04-16,136.85,27
504826,12875.0,United Kingdom,2010-04-16,354.24,1152
504827,16158.0,United Kingdom,2010-04-16,43.45,9
504828,16158.0,United Kingdom,2010-04-16,59.5,14
504829,16125.0,United Kingdom,2010-04-16,332.0,116
504830,14988.0,United Kingdom,2010-04-16,370.59,243
504831,17913.0,United Kingdom,2010-04-16,564.5500000000001,367
504832,14110.0,United Kingdom,2010-04-16,363.12,216
504833,14907.0,United Kingdom,2010-04-16,294.72,110
504834,16094.0,United Kingdom,2010-04-16,334.3,206
504835,17842.0,United Kingdom,2010-04-16,430.69,89
504836,14258.0,United Kingdom,2010-04-16,752.28,396
504837,13426.0,United Kingdom,2010-04-16,396.24,234
504838,15078.0,United Kingdom,2010-04-16,595.54,266
504842,15259.0,United Kingdom,2010-04-16,432.34999999999997,299
504844,12748.0,United Kingdom,2010-04-16,17.55,6
504846,15061.0,United Kingdom,2010-04-16,902.16,270
504847,17931.0,United Kingdom,2010-04-16,562.26,420
504848,14623.0,United Kingdom,2010-04-16,258.83,141
504850,14134.0,United Kingdom,2010-04-18,127.20000000000002,120
504851,15482.0,United Kingdom,2010-04-18,1354.3999999999999,360
504852,17243.0,United Kingdom,2010-04-18,202.17000000000002,53
504853,15796.0,United Kingdom,2010-04-18,488.18,163
504854,16923.0,United Kingdom,2010-04-18,486.3,250
504855,15569.0,United Kingdom,2010-04-18,519.58,357
504856,16883.0,United Kingdom,2010-04-18,90.00999999999999,49
504857,17113.0,United Kingdom,2010-04-18,921.63,265
504858,18172.0,United Kingdom,2010-04-18,347.9,182
504859,18064.0,United Kingdom,2010-04-18,354.33,171
504860,12402.0,Belgium,2010-04-18,313.65,168
504861,14702.0,United Kingdom,2010-04-18,382.68,172
504862,17850.0,United Kingdom,2010-04-18,350.4,154
504863,13240.0,United Kingdom,2010-04-18,114.17,42
504864,13262.0,United Kingdom,2010-04-18,232.41,93
504865,17346.0,United Kingdom,2010-04-18,172.33,110
504866,17858.0,United Kingdom,2010-04-18,211.77,89
504867,13408.0,United Kingdom,2010-04-18,494.40999999999997,143
504868,13044.0,United Kingdom,2010-04-18,739.25,335
504869,13408.0,United Kingdom,2010-04-18,43.8,4
504870,14532.0,United Kingdom,2010-04-18,582.84,125
504871,12482.0,Sweden,2010-04-18,642.75,409
504872,12482.0,Sweden,2010-04-18,772.35,1849
504873,14817.0,United Kingdom,2010-04-18,441.35,249
504874,12482.0,Sweden,2010-04-18,1503.45,831
504875,12482.0,Sweden,2010-04-18,753.6500000000001,435
504876,14878.0,United Kingdom,2010-04-18,260.95,170
504877,17085.0,United Kingdom,2010-04-18,316.05,127
504878,15768.0,United Kingdom,2010-04-18,528.52,161
504879,12482.0,Sweden,2010-04-18,2142.4,1244
504880,15059.0,United Kingdom,2010-04-18,145.15,83
504881,17850.0,United Kingdom,2010-04-18,326.16,146
504882,14395.0,United Kingdom,2010-04-18,566.8,316
504883,18231.0,United Kingdom,2010-04-18,239.1,58
504884,17389.0,United Kingdom,2010-04-18,957.3199999999999,480
504885,17969.0,United Kingdom,2010-04-18,115.2,35
504886,13285.0,United Kingdom,2010-04-18,315.17,280
504887,17850.0,United Kingdom,2010-04-18,326.16,146
504888,17256.0,United Kingdom,2010-04-18,148.73,102
504889,17256.0,United Kingdom,2010-04-18,4.9,2
504890,14415.0,United Kingdom,2010-04-18,595.6899999999999,275
504891,12791.0,Netherlands,2010-04-18,130.07,68
504893,15972.0,United Kingdom,2010-04-18,704.59,223
504894,15990.0,United Kingdom,2010-04-18,271.8,132
504895,18172.0,United Kingdom,2010-04-18,495.29999999999995,214
504896,17041.0,United Kingdom,2010-04-18,218.46,231
504897,17041.0,United Kingdom,2010-04-18,1.95,1
504898,16409.0,United Kingdom,2010-04-18,372.41,226
504900,17850.0,United Kingdom,2010-04-18,396.22,172
504901,16921.0,United Kingdom,2010-04-18,141.56,51
504902,13286.0,United Kingdom,2010-04-18,734.91,274
504903,16549.0,United Kingdom,2010-04-18,113.39,66
504904,18069.0,United Kingdom,2010-04-18,506.34,320
504905,16027.0,United Kingdom,2010-04-18,216.2,180
504906,17850.0,United Kingdom,2010-04-19,430.12,190
504907,17850.0,United Kingdom,2010-04-19,430.12,190
504908,14506.0,United Kingdom,2010-04-19,391.5,52
504909,15410.0,United Kingdom,2010-04-19,881.48,495
504910,17850.0,United Kingdom,2010-04-19,618.54,282
504911,17540.0,United Kingdom,2010-04-19,321.15000000000003,125
504912,15793.0,United Kingdom,2010-04-19,187.62,110
504913,14911.0,EIRE,2010-04-19,754.5,372
504914,14845.0,United Kingdom,2010-04-19,150.0,600
504915,14911.0,EIRE,2010-04-19,764.38,516
504917,15039.0,United Kingdom,2010-04-19,231.25,64
504920,17474.0,United Kingdom,2010-04-19,1047.0,200
504922,14952.0,United Kingdom,2010-04-19,130.2,24
504923,14952.0,United Kingdom,2010-04-19,139.35,19
504926,18172.0,United Kingdom,2010-04-19,215.86,74
504927,12482.0,Sweden,2010-04-19,479.6,1640
504929,12482.0,Sweden,2010-04-19,175.0,100
504930,18172.0,United Kingdom,2010-04-19,45.95,25
504932,13145.0,United Kingdom,2010-04-19,102.0,24
504934,17850.0,United Kingdom,2010-04-19,324.42,160
504937,15273.0,United Kingdom,2010-04-19,228.96,216
504938,15321.0,United Kingdom,2010-04-19,746.01,355
504950,15321.0,United Kingdom,2010-04-19,115.05,47
504974,13883.0,United Kingdom,2010-04-19,406.8,272
504978,13883.0,United Kingdom,2010-04-19,180.3,92
505000,16470.0,United Kingdom,2010-04-19,164.78,90
505001,17850.0,United Kingdom,2010-04-19,304.46,144
505002,16905.0,United Kingdom,2010-04-19,195.1,52
505004,13093.0,United Kingdom,2010-04-19,1335.02,869
505005,13939.0,United Kingdom,2010-04-19,127.75,77
505007,16905.0,United Kingdom,2010-04-19,38.1,7
505008,15538.0,United Kingdom,2010-04-19,579.75,105
505009,16843.0,United Kingdom,2010-04-19,360.47,273
505011,17850.0,United Kingdom,2010-04-19,237.02,120
505012,17865.0,United Kingdom,2010-04-19,1108.95,430
505013,13115.0,United Kingdom,2010-04-19,754.5,700
505014,17802.0,United Kingdom,2010-04-19,481.75,227
505015,14156.0,EIRE,2010-04-19,572.9,313
505017,17850.0,United Kingdom,2010-04-19,285.42,136
505018,15451.0,United Kingdom,2010-04-19,104.76,32
505019,18095.0,United Kingdom,2010-04-19,1021.04,592
505020,17584.0,United Kingdom,2010-04-19,522.2,128
505023,12516.0,Germany,2010-04-19,689.46,512
505024,15005.0,United Kingdom,2010-04-19,214.04,122
505042,16190.0,United Kingdom,2010-04-19,411.44,208
505044,12949.0,United Kingdom,2010-04-19,11.6,8
505047,12949.0,United Kingdom,2010-04-19,59.4,20
505051,12949.0,United Kingdom,2010-04-19,863.2,618
505052,17850.0,United Kingdom,2010-04-19,360.62,158
505056,14667.0,United Kingdom,2010-04-19,950.78,410
505057,17644.0,United Kingdom,2010-04-19,317.45000000000005,170
505058,17696.0,United Kingdom,2010-04-19,354.06,200
505059,15682.0,United Kingdom,2010-04-19,190.76,130
505061,14372.0,United Kingdom,2010-04-19,590.35,195
505062,13874.0,United Kingdom,2010-04-19,197.0,102
505063,16548.0,United Kingdom,2010-04-19,30.15,6
505064,17236.0,United Kingdom,2010-04-19,204.74999999999997,121
505066,13407.0,United Kingdom,2010-04-19,800.98,762
505067,14606.0,United Kingdom,2010-04-19,158.8,87
505068,17850.0,United Kingdom,2010-04-19,412.32,174
505070,13679.0,United Kingdom,2010-04-19,52.75,22
505075,17850.0,United Kingdom,2010-04-20,434.26,184
505076,17850.0,United Kingdom,2010-04-20,329.8,128
505077,15061.0,United Kingdom,2010-04-20,967.72,713
505078,12780.0,Netherlands,2010-04-20,337.4,285
505079,15447.0,United Kingdom,2010-04-20,60.9,38
505080,15447.0,United Kingdom,2010-04-20,74.86,26
505081,16742.0,United Kingdom,2010-04-20,115.17999999999999,109
505082,13995.0,United Kingdom,2010-04-20,235.67000000000002,249
505083,12623.0,Germany,2010-04-20,414.77,214
505084,14926.0,United Kingdom,2010-04-20,220.2,108
505085,14611.0,United Kingdom,2010-04-20,291.4,267
505086,12931.0,United Kingdom,2010-04-20,339.0,220
505087,17850.0,United Kingdom,2010-04-20,434.26,184
505088,12931.0,United Kingdom,2010-04-20,59.0,20
505089,17307.0,United Kingdom,2010-04-20,1076.5,990
505090,18276.0,United Kingdom,2010-04-20,300.92,258
505142,17138.0,United Kingdom,2010-04-20,603.08,268
505143,16161.0,United Kingdom,2010-04-20,153.9,94
505144,17850.0,United Kingdom,2010-04-20,406.36,172
505146,13694.0,United Kingdom,2010-04-20,907.44,584
505147,15970.0,United Kingdom,2010-04-20,703.22,382
505148,13694.0,United Kingdom,2010-04-20,64.35,33
505152,17867.0,United Kingdom,2010-04-20,43.75,35
505153,17908.0,United Kingdom,2010-04-20,122.21,88
505154,16864.0,United Kingdom,2010-04-20,111.72000000000001,84
505157,13856.0,United Kingdom,2010-04-20,88.45,37
505158,17825.0,United Kingdom,2010-04-20,264.5,296
505159,17742.0,United Kingdom,2010-04-20,271.19,43
505162,14812.0,United Kingdom,2010-04-20,178.85,135
505163,17596.0,United Kingdom,2010-04-20,119.84,54
505165,15885.0,United Kingdom,2010-04-20,240.77,144
505166,16862.0,United Kingdom,2010-04-20,120.15,159
505167,17841.0,United Kingdom,2010-04-20,236.86,133
505168,14156.0,EIRE,2010-04-20,588.98,375
505169,17850.0,United Kingdom,2010-04-20,418.96,178
505170,12647.0,Germany,2010-04-20,581.15,150
505171,16774.0,United Kingdom,2010-04-20,199.38,78
505172,16525.0,United Kingdom,2010-04-20,645.5,206
505173,12983.0,United Kingdom,2010-04-20,490.08000000000004,638
505174,17850.0,United Kingdom,2010-04-20,225.1,116
505175,12835.0,United Kingdom,2010-04-20,138.3,53
505176,17622.0,United Kingdom,2010-04-20,736.88,248
505177,13042.0,United Kingdom,2010-04-20,515.89,225
505178,17861.0,United Kingdom,2010-04-20,354.09,218
505179,17185.0,United Kingdom,2010-04-20,68.25,29
505180,17185.0,United Kingdom,2010-04-20,55.5,26
505181,18134.0,United Kingdom,2010-04-20,142.85,45
505182,17576.0,United Kingdom,2010-04-20,114.09,78
505183,13999.0,United Kingdom,2010-04-20,339.59000000000003,155
505184,13753.0,United Kingdom,2010-04-20,376.11,290
505185,14648.0,United Kingdom,2010-04-20,664.23,412
505186,16619.0,United Kingdom,2010-04-20,369.71,272
505187,14440.0,United Kingdom,2010-04-20,234.6,60
505188,15886.0,United Kingdom,2010-04-20,294.37,137
505189,13485.0,United Kingdom,2010-04-20,629.58,356
505196,13577.0,United Kingdom,2010-04-20,225.07999999999998,88
505199,15571.0,United Kingdom,2010-04-20,254.09,198
505200,16839.0,United Kingdom,2010-04-20,402.68,345
505201,12836.0,United Kingdom,2010-04-20,425.6,112
505204,17448.0,United Kingdom,2010-04-20,15.0,1
505206,13078.0,United Kingdom,2010-04-20,701.32,240
505209,14081.0,United Kingdom,2010-04-20,666.91,353
505211,18062.0,United Kingdom,2010-04-21,422.75,235
505212,15129.0,United Kingdom,2010-04-21,299.25,103
505213,15366.0,United Kingdom,2010-04-21,572.06,364
505227,12482.0,Sweden,2010-04-21,874.84,1
505228,16256.0,United Kingdom,2010-04-21,569.84,937
505229,12482.0,Sweden,2010-04-21,874.84,1
505230,15695.0,United Kingdom,2010-04-21,372.45,133
505232,17448.0,United Kingdom,2010-04-21,280.72,188
505233,17377.0,United Kingdom,2010-04-21,180.0,70
505235,17949.0,United Kingdom,2010-04-21,1576.8,144
505236,12391.0,Cyprus,2010-04-21,1000.5,387
505237,12391.0,Cyprus,2010-04-21,151.20000000000002,72
505238,16684.0,United Kingdom,2010-04-21,314.5,37
505239,17920.0,United Kingdom,2010-04-21,757.95,312
505240,12971.0,United Kingdom,2010-04-21,148.60000000000002,36
505287,16472.0,United Kingdom,2010-04-21,557.04,168
505297,12530.0,Germany,2010-04-21,300.54,236
505313,13911.0,United Kingdom,2010-04-21,149.1,58
505314,12681.0,France,2010-04-21,1112.06,572
505315,15311.0,United Kingdom,2010-04-21,523.42,308
505316,16231.0,United Kingdom,2010-04-21,287.8,175
505317,12588.0,Finland,2010-04-21,328.9,172
505328,14527.0,United Kingdom,2010-04-21,182.77,58
505329,13431.0,United Kingdom,2010-04-21,237.70000000000002,118
505330,13089.0,United Kingdom,2010-04-21,241.2,104
505331,17622.0,United Kingdom,2010-04-21,393.33,131
505332,15719.0,United Kingdom,2010-04-21,343.52,148
505333,15455.0,United Kingdom,2010-04-21,38.25,3
505335,12709.0,Germany,2010-04-21,3857.2,1600
505336,17644.0,United Kingdom,2010-04-21,317.45,170
505337,12631.0,Finland,2010-04-21,910.93,471
505338,12631.0,Finland,2010-04-21,15.299999999999999,6
505340,17448.0,United Kingdom,2010-04-21,296.2,286
505341,17448.0,United Kingdom,2010-04-21,227.87,171
505342,17448.0,United Kingdom,2010-04-21,276.71,217
505343,16592.0,United Kingdom,2010-04-21,317.83,219
505344,16086.0,United Kingdom,2010-04-21,357.62,220
505345,17324.0,United Kingdom,2010-04-21,93.71000000000001,55
505346,15890.0,United Kingdom,2010-04-21,23.75,5
505347,16133.0,United Kingdom,2010-04-21,438.47,218
505348,16225.0,United Kingdom,2010-04-21,182.8,68
505349,15580.0,United Kingdom,2010-04-21,208.19,107
505351,17884.0,United Kingdom,2010-04-21,222.32,102
505352,17884.0,United Kingdom,2010-04-21,30.0,24
505356,15570.0,United Kingdom,2010-04-21,781.07,317
505357,17457.0,United Kingdom,2010-04-21,302.0,160
505358,14605.0,United Kingdom,2010-04-21,365.76,119
505360,17115.0,United Kingdom,2010-04-21,253.73,39
505361,14825.0,United Kingdom,2010-04-21,126.58,62
505362,13728.0,United Kingdom,2010-04-21,183.3,116
505363,17865.0,United Kingdom,2010-04-21,842.45,409
505364,14395.0,United Kingdom,2010-04-21,252.66,84
505366,13461.0,United Kingdom,2010-04-21,336.6,244
505367,13963.0,United Kingdom,2010-04-21,305.33,89
505368,14388.0,United Kingdom,2010-04-21,401.23,253
505372,17681.0,United Kingdom,2010-04-21,51.0,4
505373,17681.0,United Kingdom,2010-04-21,39.6,72
505374,17848.0,United Kingdom,2010-04-21,159.2,16
505375,17848.0,United Kingdom,2010-04-21,4.65,1
505376,16755.0,United Kingdom,2010-04-21,600.42,371
505378,15095.0,United Kingdom,2010-04-22,430.0,226
505379,15291.0,United Kingdom,2010-04-22,371.4,84
505380,17675.0,United Kingdom,2010-04-22,213.0,106
505381,14646.0,Netherlands,2010-04-22,581.85,323
505385,13308.0,United Kingdom,2010-04-22,284.86,230
505389,17675.0,United Kingdom,2010-04-22,10.2,12
505392,18108.0,United Kingdom,2010-04-22,84.56,12
505393,14646.0,Netherlands,2010-04-22,45.0,3
505394,14917.0,United Kingdom,2010-04-22,547.12,534
505396,16131.0,United Kingdom,2010-04-22,3181.97,1501
505397,15633.0,United Kingdom,2010-04-22,679.35,367
505398,13855.0,United Kingdom,2010-04-22,394.0,245
505399,18188.0,United Kingdom,2010-04-22,37.8,12
505409,12504.0,Germany,2010-04-22,134.4,121
505443,13625.0,United Kingdom,2010-04-22,301.26,144
505445,13089.0,United Kingdom,2010-04-22,107.76,168
505447,14680.0,United Kingdom,2010-04-22,540.2,292
505448,17646.0,United Kingdom,2010-04-22,206.46,128
505450,13935.0,United Kingdom,2010-04-22,3374.8,1500
505452,14917.0,United Kingdom,2010-04-22,576.63,357
505453,12625.0,Germany,2010-04-22,969.69,524
505456,14735.0,United Kingdom,2010-04-22,343.2,128
505461,17754.0,United Kingdom,2010-04-22,354.9,221
505462,15622.0,United Kingdom,2010-04-22,1045.1,616
505463,15622.0,United Kingdom,2010-04-22,344.8,100
505464,13698.0,United Kingdom,2010-04-22,267.43,185
505465,13446.0,United Kingdom,2010-04-22,384.36,300
505466,14000.0,United Kingdom,2010-04-22,690.7,498
505468,12932.0,United Kingdom,2010-04-22,186.35,73
505469,17083.0,United Kingdom,2010-04-22,342.7,114
505472,12932.0,United Kingdom,2010-04-22,27.5,14
505479,18231.0,United Kingdom,2010-04-22,86.3,27
505481,13346.0,United Kingdom,2010-04-22,45.9,18
505482,18218.0,United Kingdom,2010-04-22,178.0,120
505491,14895.0,United Kingdom,2010-04-22,181.5,134
505494,14064.0,United Kingdom,2010-04-22,133.3,85
505495,16743.0,United Kingdom,2010-04-22,308.46000000000004,245
505496,15651.0,United Kingdom,2010-04-22,291.26,206
505497,14040.0,United Kingdom,2010-04-22,386.2,188
505498,14209.0,United Kingdom,2010-04-22,265.8,118
505499,16862.0,United Kingdom,2010-04-22,297.98,202
505500,13199.0,United Kingdom,2010-04-22,434.52,588
505501,18093.0,United Kingdom,2010-04-22,325.43,277
505502,18272.0,United Kingdom,2010-04-22,352.8,250
505503,14006.0,United Kingdom,2010-04-22,386.24,760
505504,16279.0,United Kingdom,2010-04-22,484.82,295
505506,16344.0,United Kingdom,2010-04-22,107.66,86
505507,15073.0,United Kingdom,2010-04-22,246.88,153
505508,14655.0,United Kingdom,2010-04-22,972.54,556
505509,14156.0,EIRE,2010-04-22,1085.0,485
505511,13769.0,United Kingdom,2010-04-22,152.69,51
505512,17961.0,United Kingdom,2010-04-22,8.75,3
505513,14556.0,United Kingdom,2010-04-22,333.71,133
505514,17729.0,United Kingdom,2010-04-22,438.65000000000003,247
505515,14092.0,United Kingdom,2010-04-22,265.15000000000003,143
505516,15768.0,United Kingdom,2010-04-22,503.21999999999997,97
505517,15715.0,United Kingdom,2010-04-22,125.03,29
505518,14182.0,United Kingdom,2010-04-22,157.3,24
505519,13004.0,United Kingdom,2010-04-22,328.66,200
505520,12823.0,United Kingdom,2010-04-22,317.5,50
505521,17240.0,United Kingdom,2010-04-22,130.6,108
505522,14911.0,EIRE,2010-04-22,371.85,228
505523,15093.0,United Kingdom,2010-04-22,416.62,632
505525,14156.0,EIRE,2010-04-22,887.4,856
505530,12976.0,United Kingdom,2010-04-22,513.0,260
505532,16176.0,United Kingdom,2010-04-22,17.0,2
505533,18102.0,United Kingdom,2010-04-22,740.52,102
505534,18102.0,United Kingdom,2010-04-22,1824.1,2146
505535,18102.0,United Kingdom,2010-04-22,6.8,8
505536,18102.0,United Kingdom,2010-04-22,840.0,120
505537,16013.0,United Kingdom,2010-04-22,529.5,110
505538,16013.0,United Kingdom,2010-04-22,791.99,231
505540,16029.0,United Kingdom,2010-04-22,495.0,300
505542,14788.0,United Kingdom,2010-04-22,476.88,298
505547,12406.0,Denmark,2010-04-22,748.0,576
505548,14525.0,United Kingdom,2010-04-22,396.6,215
505549,17057.0,United Kingdom,2010-04-22,294.74,129
505550,17448.0,United Kingdom,2010-04-23,322.14,300
505551,16497.0,United Kingdom,2010-04-23,336.45000000000005,187
505552,16497.0,United Kingdom,2010-04-23,19.799999999999997,12
505553,17448.0,United Kingdom,2010-04-23,199.19,186
505554,12747.0,United Kingdom,2010-04-23,213.28,52
505555,12672.0,France,2010-04-23,211.15,60
505557,13648.0,United Kingdom,2010-04-23,378.87,155
505558,12921.0,United Kingdom,2010-04-23,457.32,379
505559,17949.0,United Kingdom,2010-04-23,546.96,516
505560,17949.0,United Kingdom,2010-04-23,63.0,150
505561,17448.0,United Kingdom,2010-04-23,358.40000000000003,288
505563,16168.0,United Kingdom,2010-04-23,179.54999999999998,53
505564,14522.0,United Kingdom,2010-04-23,112.34,54
505565,13531.0,United Kingdom,2010-04-23,295.61,97
505566,15218.0,United Kingdom,2010-04-23,497.25,360
505567,13267.0,United Kingdom,2010-04-23,335.7,193
505568,13694.0,United Kingdom,2010-04-23,978.21,895
505569,15474.0,United Kingdom,2010-04-23,150.35,55
505570,17181.0,United Kingdom,2010-04-23,69.93,27
505571,16661.0,United Kingdom,2010-04-23,368.81,181
505572,14030.0,United Kingdom,2010-04-23,338.65,156
505573,17448.0,United Kingdom,2010-04-23,276.86,306
505574,13269.0,United Kingdom,2010-04-23,336.83,256
505575,16028.0,United Kingdom,2010-04-23,82.2,18
505576,13269.0,United Kingdom,2010-04-23,289.94,354
505577,15738.0,United Kingdom,2010-04-23,325.45,233
505578,15306.0,United Kingdom,2010-04-23,157.14000000000001,82
505579,17448.0,United Kingdom,2010-04-23,364.59999999999997,270
505580,17448.0,United Kingdom,2010-04-23,357.49,317
505581,15898.0,United Kingdom,2010-04-23,104.86,14
505585,17448.0,United Kingdom,2010-04-23,484.4,222
505588,15548.0,United Kingdom,2010-04-23,158.09,64
505615,15288.0,United Kingdom,2010-04-23,431.96000000000004,207
505616,13656.0,United Kingdom,2010-04-23,325.15,187
505633,14623.0,United Kingdom,2010-04-23,76.95,56
505634,15518.0,United Kingdom,2010-04-23,320.91,150
505635,14852.0,United Kingdom,2010-04-23,424.2,339
505636,14755.0,United Kingdom,2010-04-23,386.40000000000003,208
505637,15179.0,United Kingdom,2010-04-23,214.45,217
505639,15042.0,United Kingdom,2010-04-23,179.52,208
505640,15694.0,United Kingdom,2010-04-23,453.6,112
505641,15514.0,United Kingdom,2010-04-23,128.41,127
505643,15245.0,United Kingdom,2010-04-23,512.26,329
505644,14958.0,United Kingdom,2010-04-23,122.6,24
505657,13126.0,United Kingdom,2010-04-23,317.44,309
505669,12483.0,Sweden,2010-04-23,281.0,146
505675,16008.0,United Kingdom,2010-04-23,261.39,173
505676,14541.0,United Kingdom,2010-04-23,167.0,76
505681,15747.0,United Kingdom,2010-04-23,131.25,91
505682,14709.0,United Kingdom,2010-04-23,457.37,211
505685,16538.0,United Kingdom,2010-04-23,226.81,140
505688,17351.0,United Kingdom,2010-04-23,180.15,27
505694,13693.0,United Kingdom,2010-04-25,255.66,216
505695,16585.0,United Kingdom,2010-04-25,252.27,91
