CustomerID,LastPurchaseDate,TotalRevenue,TotalOrders,RecencyDays,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13559.0,2010-07-15 09:52:00,990.0,2,512,2,990.0,1,2,3,123,Need Attention
13560.0,2011-12-02 13:11:00,171.42000000000002,1,6,1,171.42000000000002,5,1,1,511,New Customers
13561.0,2011-05-08 12:39:00,1803.4,11,215,11,1803.4,2,5,4,254,At Risk
13562.0,2011-09-19 10:51:00,4838.18,8,81,8,4838.18,3,4,5,345,Loyal Customers
13563.0,2011-09-16 14:45:00,777.53,2,83,2,777.53,3,2,3,323,Promising
13564.0,2011-07-18 14:33:00,16498.97,37,143,37,16498.97,3,5,5,355,Loyal Customers
13565.0,2011-11-20 14:33:00,414.8,3,18,3,414.8,5,3,2,532,Loyal Customers
13566.0,2011-10-30 11:59:00,1688.6,5,40,5,1688.6,4,4,4,444,Champions
13567.0,2010-10-07 12:51:00,1079.29,4,427,4,1079.29,1,3,3,133,At Risk
13568.0,2011-06-19 14:42:00,187.05,1,172,1,187.05,3,1,1,311,Promising
13569.0,2011-11-22 13:07:00,726.54,4,16,4,726.54,5,3,3,533,Loyal Customers
13570.0,2011-04-10 13:36:00,239.49,1,242,1,239.49,2,1,1,211,Low Value
13571.0,2011-11-27 10:47:00,4537.26,26,12,26,4537.26,5,5,5,555,Champions
13572.0,2011-05-18 11:59:00,1384.25,1,205,1,1384.25,2,1,4,214,Low Value
13573.0,2011-10-20 14:33:00,904.52,6,49,6,904.52,4,4,3,443,Loyal Customers
13574.0,2010-10-24 13:28:00,404.45,1,410,1,404.45,1,1,2,112,Low Value
13575.0,2011-11-16 13:14:00,732.0699999999999,5,22,5,732.0699999999999,4,4,3,443,Loyal Customers
13576.0,2011-11-29 15:34:00,11202.59,28,9,28,11202.59,5,5,5,555,Champions
13577.0,2011-11-14 15:19:00,3489.28,11,24,11,3489.28,4,5,5,455,Champions
13578.0,2010-10-26 13:44:00,147.66,1,408,1,147.66,2,1,1,211,Low Value
13579.0,2011-11-25 08:41:00,1374.34,5,14,5,1374.34,5,4,4,544,Champions
13580.0,2010-10-29 15:01:00,107.75,1,405,1,107.75,2,1,1,211,Low Value
13581.0,2011-02-03 14:41:00,280.53000000000003,2,308,2,280.53000000000003,2,2,1,221,Low Value
13582.0,2010-11-15 11:34:00,241.68,2,389,2,241.68,2,2,1,221,Low Value
13583.0,2011-07-07 10:40:00,1445.031,2,155,2,1445.031,3,2,4,324,Promising
13584.0,2011-02-06 12:49:00,385.7,3,306,3,385.7,2,3,2,232,At Risk
13585.0,2010-06-27 12:33:00,684.54,3,530,3,684.54,1,3,3,133,At Risk
13586.0,2010-06-16 13:47:00,127.28,1,540,1,127.28,1,1,1,111,Low Value
13587.0,2011-10-07 12:31:00,1673.5,4,63,4,1673.5,3,3,4,334,Loyal Customers
13588.0,2011-11-24 10:42:00,2478.95,9,15,9,2478.95,5,5,4,554,Champions
13589.0,2011-11-25 12:10:00,1120.74,6,14,6,1120.74,5,4,3,543,Loyal Customers
13590.0,2011-11-28 12:54:00,6336.04,18,10,18,6336.04,5,5,5,555,Champions
13591.0,2011-10-06 12:26:00,2093.94,7,64,7,2093.94,3,4,4,344,Loyal Customers
13592.0,2011-11-04 09:49:00,247.95999999999998,4,35,4,247.95999999999998,4,3,1,431,Loyal Customers
13593.0,2011-08-23 13:35:00,5493.29,14,107,14,5493.29,3,5,5,355,Loyal Customers
13594.0,2011-10-18 10:19:00,533.32,2,52,2,533.32,4,2,2,422,New Customers
13595.0,2010-07-11 12:36:00,784.48,3,516,3,784.48,1,3,3,133,At Risk
13596.0,2011-12-04 12:01:00,664.11,2,5,2,664.11,5,2,3,523,New Customers
13597.0,2010-11-04 14:54:00,396.71,2,399,2,396.71,2,2,2,222,Low Value
13598.0,2011-10-23 14:28:00,761.96,5,46,5,761.96,4,4,3,443,Loyal Customers
13599.0,2011-12-08 16:10:00,9811.04,33,0,33,9811.04,5,5,5,555,Champions
13600.0,2011-01-31 15:27:00,518.42,2,311,2,518.42,2,2,2,222,Low Value
13601.0,2011-10-25 17:31:00,1159.99,4,44,4,1159.99,4,3,3,433,Loyal Customers
13602.0,2011-10-06 11:47:00,1025.17,4,64,4,1025.17,3,3,3,333,Loyal Customers
13603.0,2011-11-13 15:57:00,164.34,1,25,1,164.34,4,1,1,411,New Customers
13604.0,2010-02-19 12:02:00,717.62,1,658,1,717.62,1,1,3,113,Low Value
13605.0,2010-11-17 17:16:00,522.67,2,386,2,522.67,2,2,2,222,Low Value
13606.0,2011-11-10 17:46:00,276.75,3,28,3,276.75,4,3,1,431,Loyal Customers
13607.0,2011-10-30 16:17:00,1075.81,2,39,2,1075.81,4,2,3,423,New Customers
13608.0,2010-06-17 12:28:00,232.05,1,540,1,232.05,1,1,1,111,Low Value
13609.0,2010-04-25 13:26:00,167.35,1,592,1,167.35,1,1,1,111,Low Value
13610.0,2011-11-27 15:38:00,2103.71,14,11,14,2103.71,5,5,4,554,Champions
13611.0,2011-09-11 14:51:00,3297.9300000000003,10,88,10,3297.9300000000003,3,5,5,355,Loyal Customers
13612.0,2010-03-17 12:14:00,818.29,1,632,1,818.29,1,1,3,113,Low Value
13613.0,2010-09-13 12:01:00,1039.8500000000001,5,452,5,1039.8500000000001,1,4,3,143,At Risk
13614.0,2011-11-15 14:47:00,2332.74,6,23,6,2332.74,4,4,4,444,Champions
13615.0,2011-01-25 08:21:00,6272.53,8,318,8,6272.53,2,4,5,245,At Risk
13616.0,2010-05-20 12:59:00,283.85,2,567,2,283.85,1,2,1,121,Need Attention
13617.0,2011-10-30 13:50:00,1278.75,8,39,8,1278.75,4,4,4,444,Champions
13618.0,2011-06-19 11:09:00,177.34,1,173,1,177.34,3,1,1,311,Promising
13619.0,2010-06-13 11:39:00,224.94,2,544,2,224.94,1,2,1,121,Need Attention
13620.0,2010-06-29 15:02:00,112.34,1,527,1,112.34,1,1,1,111,Low Value
13621.0,2011-08-15 08:26:00,213.85,1,116,1,213.85,3,1,1,311,Promising
13622.0,2010-01-12 13:22:00,658.95,1,695,1,658.95,1,1,3,113,Low Value
13623.0,2011-11-09 12:00:00,2533.06,10,30,10,2533.06,4,5,4,454,Champions
13624.0,2010-11-16 13:43:00,462.08,1,387,1,462.08,2,1,2,212,Low Value
13625.0,2010-04-22 10:50:00,301.26,1,596,1,301.26,1,1,2,112,Low Value
13626.0,2011-04-01 10:05:00,707.04,2,252,2,707.04,2,2,3,223,Low Value
13627.0,2011-10-11 14:20:00,2245.9,7,58,7,2245.9,4,4,4,444,Champions
13628.0,2010-02-01 14:44:00,310.14,1,675,1,310.14,1,1,2,112,Low Value
13629.0,2011-11-16 13:21:00,13370.86,19,22,19,13370.86,4,5,5,455,Champions
13630.0,2011-12-04 15:16:00,2031.78,7,4,7,2031.78,5,4,4,544,Champions
13631.0,2011-09-01 09:57:00,3070.42,11,99,11,3070.42,3,5,5,355,Loyal Customers
13632.0,2011-11-15 10:51:00,3645.81,8,24,8,3645.81,4,4,5,445,Champions
13634.0,2011-11-06 13:40:00,5033.77,16,32,16,5033.77,4,5,5,455,Champions
13635.0,2011-10-03 10:55:00,2999.16,4,67,4,2999.16,3,3,5,335,Loyal Customers
13636.0,2011-11-03 10:30:00,949.12,5,36,5,949.12,4,4,3,443,Loyal Customers
13637.0,2011-10-18 13:32:00,804.3,3,51,3,804.3,4,3,3,433,Loyal Customers
13638.0,2011-11-24 10:38:00,122.64,1,15,1,122.64,5,1,1,511,New Customers
13639.0,2011-09-26 13:36:00,1346.27,2,73,2,1346.27,3,2,4,324,Promising
13640.0,2010-04-07 15:33:00,405.0,1,610,1,405.0,1,1,2,112,Low Value
13641.0,2010-03-09 07:37:00,1016.47,5,640,5,1016.47,1,4,3,143,At Risk
13642.0,2011-05-08 12:34:00,472.2,4,215,4,472.2,2,3,2,232,At Risk
13643.0,2011-11-08 15:37:00,2156.77,10,30,10,2156.77,4,5,4,454,Champions
13644.0,2011-11-23 14:07:00,2624.26,4,15,4,2624.26,5,3,4,534,Loyal Customers
13645.0,2011-08-11 16:11:00,252.1,1,119,1,252.1,3,1,1,311,Promising
13646.0,2010-11-05 12:13:00,326.25,2,399,2,326.25,2,2,2,222,Low Value
13647.0,2011-11-30 12:00:00,3041.68,8,9,8,3041.68,5,4,5,545,Champions
13648.0,2010-11-04 14:46:00,1764.02,8,399,8,1764.02,2,4,4,244,At Risk
13649.0,2011-03-28 11:51:00,1453.68,6,256,6,1453.68,2,4,4,244,At Risk
13650.0,2011-11-23 12:22:00,3288.0,10,16,10,3288.0,5,5,5,555,Champions
13651.0,2011-11-04 14:59:00,226.85,3,34,3,226.85,4,3,1,431,Loyal Customers
13652.0,2011-10-25 08:51:00,2262.05,5,45,5,2262.05,4,4,4,444,Champions
13653.0,2010-08-09 08:19:00,152.2,1,487,1,152.2,1,1,1,111,Low Value
13654.0,2011-10-27 16:24:00,6308.0,11,42,11,6308.0,4,5,5,455,Champions
13655.0,2011-08-17 14:25:00,2280.51,6,113,6,2280.51,3,4,4,344,Loyal Customers
13656.0,2011-06-28 10:31:00,1078.85,4,164,4,1078.85,3,3,3,333,Loyal Customers
13657.0,2011-11-29 12:32:00,382.14,2,10,2,382.14,5,2,2,522,New Customers
13658.0,2011-11-30 10:13:00,6025.5,9,9,9,6025.5,5,5,5,555,Champions
13659.0,2011-05-18 12:37:00,4884.68,12,205,12,4884.68,2,5,5,255,At Risk
13660.0,2010-11-04 16:10:00,306.64,1,399,1,306.64,2,1,2,212,Low Value
13661.0,2010-04-15 14:58:00,325.24,1,602,1,325.24,1,1,2,112,Low Value
13662.0,2011-09-15 12:04:00,2233.61,11,85,11,2233.61,3,5,4,354,Loyal Customers
13663.0,2011-06-13 15:44:00,2047.51,5,178,5,2047.51,3,4,4,344,Loyal Customers
13665.0,2010-11-18 13:06:00,1711.6599999999999,3,385,3,1711.6599999999999,2,3,4,234,At Risk
13666.0,2011-10-10 15:39:00,127.89999999999999,5,59,5,127.89999999999999,3,4,1,341,Loyal Customers
13667.0,2011-07-13 15:42:00,299.05,1,148,1,299.05,3,1,2,312,Promising
13668.0,2011-12-07 12:11:00,12948.48,35,2,35,12948.48,5,5,5,555,Champions
13669.0,2011-10-20 09:32:00,413.55,3,50,3,413.55,4,3,2,432,Loyal Customers
13670.0,2011-09-25 15:25:00,349.7,1,74,1,349.7,3,1,2,312,Promising
13671.0,2010-11-10 10:50:00,172.6,1,394,1,172.6,2,1,1,211,Low Value
13672.0,2011-02-11 13:53:00,419.92,3,300,3,419.92,2,3,2,232,At Risk
13673.0,2011-11-21 12:11:00,387.44,2,18,2,387.44,5,2,2,522,New Customers
13674.0,2010-10-03 10:41:00,240.68,1,432,1,240.68,1,1,1,111,Low Value
13675.0,2011-07-11 12:57:00,486.82000000000005,2,150,2,486.82000000000005,3,2,2,322,Promising
13676.0,2010-06-18 17:30:00,243.9,2,538,2,243.9,1,2,1,121,Need Attention
13677.0,2010-10-31 11:32:00,551.24,2,404,2,551.24,2,2,2,222,Low Value
13678.0,2011-07-11 10:14:00,232.6,1,151,1,232.6,3,1,1,311,Promising
13679.0,2010-08-03 12:13:00,281.26,3,493,3,281.26,1,3,1,131,At Risk
13680.0,2011-12-08 13:47:00,11419.67,12,0,12,11419.67,5,5,5,555,Champions
13681.0,2011-11-22 11:13:00,827.83,4,17,4,827.83,5,3,3,533,Loyal Customers
13682.0,2011-06-05 14:06:00,59.5,1,186,1,59.5,3,1,1,311,Promising
13683.0,2010-09-08 10:00:00,258.6,1,457,1,258.6,1,1,1,111,Low Value
13684.0,2011-02-27 10:13:00,594.88,4,285,4,594.88,2,3,2,232,At Risk
13685.0,2011-12-07 11:41:00,3119.44,7,2,7,3119.44,5,4,5,545,Champions
13686.0,2011-06-10 09:10:00,409.04,3,182,3,409.04,3,3,2,332,Loyal Customers
13687.0,2010-09-27 16:30:00,11880.84,1,437,1,11880.84,1,1,5,115,Low Value
13688.0,2010-03-14 14:11:00,375.5,1,634,1,375.5,1,1,2,112,Low Value
13689.0,2011-10-07 13:21:00,1259.5,2,62,2,1259.5,3,2,4,324,Promising
13690.0,2011-10-11 15:03:00,172.25,1,58,1,172.25,4,1,1,411,New Customers
13691.0,2010-11-08 17:34:00,212.78,1,395,1,212.78,2,1,1,211,Low Value
13692.0,2011-11-15 11:17:00,3114.4,5,24,5,3114.4,4,4,5,445,Champions
13693.0,2010-11-30 18:21:00,2011.82,9,373,9,2011.82,2,5,4,254,At Risk
13694.0,2011-12-06 09:32:00,195640.69,143,3,143,195640.69,5,5,5,555,Champions
13695.0,2011-11-08 14:26:00,2770.73,16,30,16,2770.73,4,5,4,454,Champions
13696.0,2010-10-14 09:44:00,2020.4,3,421,3,2020.4,1,3,4,134,At Risk
13697.0,2011-11-01 09:14:00,151.29999999999998,1,38,1,151.29999999999998,4,1,1,411,New Customers
13698.0,2010-04-22 11:52:00,451.73,2,596,2,451.73,1,2,2,122,Need Attention
13699.0,2011-07-07 16:51:00,764.15,2,154,2,764.15,3,2,3,323,Promising
13700.0,2011-11-13 13:00:00,2596.9700000000003,13,25,13,2596.9700000000003,4,5,4,454,Champions
13701.0,2010-09-19 12:39:00,161.0,1,446,1,161.0,1,1,1,111,Low Value
13702.0,2010-09-20 11:40:00,135.18,1,445,1,135.18,1,1,1,111,Low Value
13703.0,2011-01-25 13:10:00,425.56,2,317,2,425.56,2,2,2,222,Low Value
13704.0,2011-12-04 15:13:00,2308.06,9,4,9,2308.06,5,5,4,554,Champions
13705.0,2011-12-02 12:32:00,1717.19,7,7,7,1717.19,5,4,4,544,Champions
13706.0,2011-02-10 09:21:00,631.17,2,302,2,631.17,2,2,3,223,Low Value
13707.0,2011-03-17 18:03:00,3365.86,5,266,5,3365.86,2,4,5,245,At Risk
13708.0,2011-03-13 13:46:00,285.33,1,270,1,285.33,2,1,1,211,Low Value
13709.0,2011-12-06 10:28:00,7571.35,18,3,18,7571.35,5,5,5,555,Champions
13710.0,2011-11-08 08:16:00,509.52,3,31,3,509.52,4,3,2,432,Loyal Customers
13711.0,2011-05-05 10:31:00,1792.26,9,218,9,1792.26,2,5,4,254,At Risk
13712.0,2011-04-07 12:33:00,766.42,2,246,2,766.42,2,2,3,223,Low Value
13713.0,2010-10-27 16:18:00,740.76,3,407,3,740.76,2,3,3,233,At Risk
13714.0,2010-08-31 13:57:00,161.35,1,464,1,161.35,1,1,1,111,Low Value
13715.0,2011-03-03 19:21:00,8153.04,17,280,17,8153.04,2,5,5,255,At Risk
13716.0,2011-03-15 13:49:00,138.28,1,268,1,138.28,2,1,1,211,Low Value
13717.0,2011-11-07 14:13:00,1763.3,8,31,8,1763.3,4,4,4,444,Champions
13718.0,2011-04-07 13:24:00,306.55,2,245,2,306.55,2,2,2,222,Low Value
13719.0,2011-11-24 15:26:00,2783.08,11,14,11,2783.08,5,5,4,554,Champions
13720.0,2011-08-15 12:46:00,799.9,4,116,4,799.9,3,3,3,333,Loyal Customers
13721.0,2011-11-03 14:05:00,741.54,2,35,2,741.54,4,2,3,423,New Customers
13722.0,2011-07-31 12:44:00,5635.41,10,131,10,5635.41,3,5,5,355,Loyal Customers
13723.0,2011-05-06 17:04:00,1194.08,6,216,6,1194.08,2,4,3,243,At Risk
13724.0,2010-03-12 15:28:00,213.01,1,636,1,213.01,1,1,1,111,Low Value
13725.0,2011-10-21 10:03:00,1980.56,8,49,8,1980.56,4,4,4,444,Champions
13726.0,2011-11-01 10:49:00,1079.6599999999999,2,38,2,1079.6599999999999,4,2,3,423,New Customers
13727.0,2011-11-11 09:46:00,1074.15,8,28,8,1074.15,4,4,3,443,Loyal Customers
13728.0,2011-11-03 10:49:00,2855.17,16,36,16,2855.17,4,5,4,454,Champions
13729.0,2010-09-30 10:44:00,724.73,3,435,3,724.73,1,3,3,133,At Risk
13730.0,2011-07-27 08:35:00,752.6,2,135,2,752.6,3,2,3,323,Promising
13731.0,2011-05-04 14:33:00,610.59,2,218,2,610.59,2,2,3,223,Low Value
13732.0,2011-11-11 15:49:00,491.86,1,27,1,491.86,4,1,2,412,New Customers
13733.0,2010-10-25 12:18:00,487.03000000000003,2,410,2,487.03000000000003,1,2,2,122,Need Attention
13734.0,2010-07-19 12:04:00,6695.6900000000005,4,508,4,6695.6900000000005,1,3,5,135,At Risk
13735.0,2011-11-15 11:14:00,9762.77,13,24,13,9762.77,4,5,5,455,Champions
13736.0,2011-12-04 15:19:00,2752.47,7,4,7,2752.47,5,4,4,544,Champions
13737.0,2011-05-23 16:32:00,339.59999999999997,1,199,1,339.59999999999997,2,1,2,212,Low Value
13738.0,2010-11-08 15:23:00,434.78000000000003,1,395,1,434.78000000000003,2,1,2,212,Low Value
13739.0,2011-11-21 13:35:00,292.2,2,17,2,292.2,5,2,2,522,New Customers
13740.0,2011-04-13 10:32:00,1582.77,5,240,5,1582.77,2,4,4,244,At Risk
13741.0,2011-09-29 09:19:00,668.4300000000001,3,71,3,668.4300000000001,3,3,3,333,Loyal Customers
13742.0,2011-11-23 11:07:00,3107.87,12,16,12,3107.87,5,5,5,555,Champions
13743.0,2011-12-07 10:09:00,1341.6,7,2,7,1341.6,5,4,4,544,Champions
13744.0,2011-09-05 15:19:00,1080.52,2,94,2,1080.52,3,2,3,323,Promising
13745.0,2011-06-30 16:43:00,777.36,2,161,2,777.36,3,2,3,323,Promising
13746.0,2010-10-22 11:55:00,176.69,1,413,1,176.69,1,1,1,111,Low Value
13747.0,2010-12-01 10:37:00,169.79999999999998,2,373,2,169.79999999999998,2,2,1,221,Low Value
13748.0,2011-09-05 09:45:00,2064.35,9,95,9,2064.35,3,5,4,354,Loyal Customers
13750.0,2011-10-17 12:16:00,3602.1800000000003,11,53,11,3602.1800000000003,4,5,5,455,Champions
13751.0,2011-02-24 15:56:00,296.25,1,287,1,296.25,2,1,2,212,Low Value
13752.0,2011-08-07 14:16:00,1579.8300000000002,7,123,7,1579.8300000000002,3,4,4,344,Loyal Customers
13753.0,2011-02-25 12:48:00,2094.57,4,287,4,2094.57,2,3,4,234,At Risk
13754.0,2011-07-11 11:51:00,447.05,3,151,3,447.05,3,3,2,332,Loyal Customers
13755.0,2011-12-06 12:26:00,2108.06,9,3,9,2108.06,5,5,4,554,Champions
13756.0,2011-12-07 16:44:00,8655.95,23,1,23,8655.95,5,5,5,555,Champions
13757.0,2010-02-03 12:37:00,195.55,1,674,1,195.55,1,1,1,111,Low Value
13758.0,2011-11-28 11:11:00,8698.13,15,11,15,8698.13,5,5,5,555,Champions
13759.0,2011-11-06 14:47:00,659.4100000000001,2,32,2,659.4100000000001,4,2,3,423,New Customers
13760.0,2011-10-16 16:13:00,1363.6399999999999,5,53,5,1363.6399999999999,4,4,4,444,Champions
13761.0,2011-10-20 14:01:00,1952.17,6,49,6,1952.17,4,4,4,444,Champions
13762.0,2011-05-05 09:15:00,2472.48,5,218,5,2472.48,2,4,4,244,At Risk
13763.0,2011-10-07 15:13:00,5217.4400000000005,3,62,3,5217.4400000000005,3,3,5,335,Loyal Customers
13764.0,2011-09-30 12:03:00,2919.62,6,70,6,2919.62,3,4,5,345,Loyal Customers
13765.0,2010-02-24 13:46:00,352.821,1,652,1,352.821,1,1,2,112,Low Value
13766.0,2010-08-01 14:25:00,190.35,1,494,1,190.35,1,1,1,111,Low Value
13767.0,2011-12-07 15:00:00,33903.57,73,1,73,33903.57,5,5,5,555,Champions
13768.0,2009-12-13 10:41:00,875.97,2,726,2,875.97,1,2,3,123,Need Attention
13769.0,2011-12-07 15:08:00,5478.12,20,1,20,5478.12,5,5,5,555,Champions
13770.0,2010-10-13 15:10:00,785.37,4,421,4,785.37,1,3,3,133,At Risk
13771.0,2011-10-06 14:18:00,5728.82,9,63,9,5728.82,3,5,5,355,Loyal Customers
13772.0,2011-11-06 11:43:00,3100.02,8,33,8,3100.02,4,4,5,445,Champions
13773.0,2010-11-08 11:49:00,301.54,2,396,2,301.54,2,2,2,222,Low Value
13774.0,2011-09-19 12:06:00,345.0,1,81,1,345.0,3,1,2,312,Promising
13775.0,2010-04-28 12:15:00,1049.66,1,590,1,1049.66,1,1,3,113,Low Value
13776.0,2010-10-07 16:11:00,623.98,2,427,2,623.98,1,2,3,123,Need Attention
13777.0,2011-12-09 12:25:00,49638.26,61,0,61,49638.26,5,5,5,555,Champions
13778.0,2011-08-28 15:25:00,1124.49,4,102,4,1124.49,3,3,3,333,Loyal Customers
13779.0,2010-07-12 11:24:00,161.13,1,515,1,161.13,1,1,1,111,Low Value
13780.0,2011-12-02 13:49:00,732.07,3,6,3,732.07,5,3,3,533,Loyal Customers
13781.0,2011-04-03 12:08:00,778.83,3,250,3,778.83,2,3,3,233,At Risk
13782.0,2011-11-27 11:54:00,1786.08,13,12,13,1786.08,5,5,4,554,Champions
13783.0,2010-08-09 09:23:00,1542.09,4,487,4,1542.09,1,3,4,134,At Risk
13784.0,2011-11-30 09:33:00,2910.23,14,9,14,2910.23,5,5,5,555,Champions
13785.0,2010-10-07 09:25:00,542.49,4,428,4,542.49,1,3,2,132,At Risk
13786.0,2010-12-07 13:53:00,3127.99,6,366,6,3127.99,2,4,5,245,At Risk
13787.0,2011-09-25 12:06:00,1222.5,6,75,6,1222.5,3,4,4,344,Loyal Customers
13788.0,2010-07-22 15:50:00,3.75,1,504,1,3.75,1,1,1,111,Low Value
13789.0,2010-11-16 15:31:00,239.45999999999998,1,387,1,239.45999999999998,2,1,1,211,Low Value
13790.0,2011-12-05 15:48:00,348.8,1,3,1,348.8,5,1,2,512,New Customers
13791.0,2011-08-04 11:44:00,1516.0,2,127,2,1516.0,3,2,4,324,Promising
13792.0,2011-10-04 14:31:00,383.95,3,65,3,383.95,3,3,2,332,Loyal Customers
13793.0,2010-03-03 08:25:00,96.0,1,646,1,96.0,1,1,1,111,Low Value
13794.0,2010-06-11 12:30:00,126.03,1,546,1,126.03,1,1,1,111,Low Value
13795.0,2010-11-16 17:25:00,836.3,4,387,4,836.3,2,3,3,233,At Risk
13796.0,2010-07-28 14:45:00,289.7,1,498,1,289.7,1,1,2,112,Low Value
13797.0,2010-09-29 10:34:00,1179.45,3,436,3,1179.45,1,3,3,133,At Risk
13798.0,2011-12-08 15:51:00,75428.87,110,0,110,75428.87,5,5,5,555,Champions
13799.0,2011-08-15 12:07:00,2803.57,9,116,9,2803.57,3,5,4,354,Loyal Customers
13800.0,2011-02-03 12:27:00,1679.56,3,309,3,1679.56,2,3,4,234,At Risk
13801.0,2011-10-04 10:15:00,324.8,1,66,1,324.8,3,1,2,312,Promising
13802.0,2011-07-24 10:54:00,26259.11,19,138,19,26259.11,3,5,5,355,Loyal Customers
13803.0,2011-03-29 12:57:00,1338.91,3,254,3,1338.91,2,3,4,234,At Risk
13804.0,2011-11-09 12:32:00,3161.12,9,30,9,3161.12,4,5,5,455,Champions
13805.0,2011-10-18 14:50:00,924.6,2,51,2,924.6,4,2,3,423,New Customers
13806.0,2011-10-07 11:43:00,256.38,1,63,1,256.38,3,1,1,311,Promising
13807.0,2010-12-07 15:48:00,422.2,3,366,3,422.2,2,3,2,232,At Risk
13808.0,2011-12-04 12:18:00,1747.66,5,5,5,1747.66,5,4,4,544,Champions
13809.0,2011-02-07 13:15:00,679.7,3,304,3,679.7,2,3,3,233,At Risk
13810.0,2011-11-11 08:33:00,1499.01,3,28,3,1499.01,4,3,4,434,Loyal Customers
13811.0,2011-06-09 09:54:00,814.5,3,183,3,814.5,3,3,3,333,Loyal Customers
13812.0,2011-10-28 14:27:00,539.0,3,41,3,539.0,4,3,2,432,Loyal Customers
13813.0,2011-10-31 10:38:00,2765.47,8,39,8,2765.47,4,4,4,444,Champions
13814.0,2011-09-08 13:48:00,2257.32,3,91,3,2257.32,3,3,4,334,Loyal Customers
13815.0,2011-11-17 14:19:00,7475.74,8,21,8,7475.74,4,4,5,445,Champions
13816.0,2011-11-16 08:38:00,571.6700000000001,2,23,2,571.6700000000001,4,2,2,422,New Customers
13817.0,2011-11-10 17:49:00,382.98,2,28,2,382.98,4,2,2,422,New Customers
13818.0,2010-10-06 12:35:00,61.28,1,429,1,61.28,1,1,1,111,Low Value
13819.0,2011-02-11 10:38:00,2642.35,6,301,6,2642.35,2,4,4,244,At Risk
13820.0,2010-10-17 13:46:00,652.75,3,417,3,652.75,1,3,3,133,At Risk
13821.0,2011-07-18 09:49:00,1379.08,6,144,6,1379.08,3,4,4,344,Loyal Customers
13822.0,2011-12-04 12:13:00,632.0,2,5,2,632.0,5,2,3,523,New Customers
13823.0,2011-11-21 10:22:00,3403.4500000000003,7,18,7,3403.4500000000003,5,4,5,545,Champions
13824.0,2011-11-07 12:41:00,3314.76,12,32,12,3314.76,4,5,5,455,Champions
13825.0,2010-03-28 11:02:00,255.59,2,621,2,255.59,1,2,1,121,Need Attention
13826.0,2011-06-16 13:48:00,189.5,1,175,1,189.5,3,1,1,311,Promising
13827.0,2011-10-13 12:38:00,409.8,3,57,3,409.8,4,3,2,432,Loyal Customers
13828.0,2011-11-17 16:02:00,209.49,1,21,1,209.49,4,1,1,411,New Customers
13829.0,2010-10-14 18:19:00,102.0,1,420,1,102.0,1,1,1,111,Low Value
13830.0,2010-05-07 12:24:00,156.85000000000002,1,581,1,156.85000000000002,1,1,1,111,Low Value
13831.0,2011-11-23 15:41:00,6585.54,18,15,18,6585.54,5,5,5,555,Champions
13832.0,2011-11-20 15:36:00,609.89,2,18,2,609.89,5,2,3,523,New Customers
13833.0,2011-07-03 13:27:00,700.41,2,158,2,700.41,3,2,3,323,Promising
13834.0,2010-05-12 10:27:00,324.19,2,576,2,324.19,1,2,2,122,Need Attention
13835.0,2011-11-14 15:37:00,1095.27,7,24,7,1095.27,4,4,3,443,Loyal Customers
13836.0,2010-11-05 13:31:00,620.37,2,398,2,620.37,2,2,3,223,Low Value
13837.0,2011-05-12 12:10:00,266.59000000000003,2,211,2,266.59000000000003,2,2,1,221,Low Value
13838.0,2011-12-04 11:00:00,1690.07,10,5,10,1690.07,5,5,4,554,Champions
13839.0,2010-08-10 13:52:00,139.95000000000002,1,485,1,139.95000000000002,1,1,1,111,Low Value
13840.0,2010-10-19 13:34:00,651.4,1,415,1,651.4,1,1,3,113,Low Value
13841.0,2011-04-01 12:10:00,85.0,1,252,1,85.0,2,1,1,211,Low Value
13842.0,2011-10-12 10:51:00,5319.34,18,58,18,5319.34,4,5,5,455,Champions
13843.0,2010-11-23 17:48:00,319.75,1,380,1,319.75,2,1,2,212,Low Value
13844.0,2011-11-28 13:21:00,361.62,1,10,1,361.62,5,1,2,512,New Customers
13845.0,2011-10-06 08:25:00,312.98,1,64,1,312.98,3,1,2,312,Promising
13846.0,2011-11-15 12:07:00,1307.79,4,24,4,1307.79,4,3,4,434,Loyal Customers
13847.0,2009-12-20 10:41:00,310.72,1,719,1,310.72,1,1,2,112,Low Value
13848.0,2011-09-08 12:58:00,3015.0,8,91,8,3015.0,3,4,5,345,Loyal Customers
13849.0,2011-10-19 10:59:00,3469.3,5,51,5,3469.3,4,4,5,445,Champions
13850.0,2011-08-02 14:04:00,1595.48,1,128,1,1595.48,3,1,4,314,Promising
13851.0,2011-09-05 12:36:00,4606.46,8,95,8,4606.46,3,4,5,345,Loyal Customers
13852.0,2010-04-08 09:06:00,187.35000000000002,1,610,1,187.35000000000002,1,1,1,111,Low Value
13853.0,2011-10-13 14:18:00,1090.14,1,56,1,1090.14,4,1,3,413,New Customers
13854.0,2011-12-01 09:06:00,11944.56,39,8,39,11944.56,5,5,5,555,Champions
13855.0,2010-07-27 09:53:00,1310.3400000000001,4,500,4,1310.3400000000001,1,3,4,134,At Risk
13856.0,2011-06-24 10:03:00,1142.03,11,168,11,1142.03,3,5,3,353,Loyal Customers
